CL,Descriptive_JobTitle,skills,primary skills,business_type,req_type,priority,Rec_Status,req_category,HSU,Assigned_HSU,rec_city,positions,Unresponded_Pos_Opcl,Unresponded_Pos_Hold,rejections,max submission,submissions,hits,hires,Sourced,Rec_location,Metro_Area,Total_starts,Total_hires,Total_perm_hires,Total_perm_starts,BD,CLis_missing,Descriptive_JobTitleis_missing,skillsis_missing,primary skillsis_missing,business_typeis_missing,req_typeis_missing,priorityis_missing,Rec_Statusis_missing,req_categoryis_missing,HSUis_missing,Assigned_HSUis_missing,rec_cityis_missing,Rec_locationis_missing,Metro_Areais_missing,Actual_billrate,predicted_billrate
2,1675,13507,512,3,4,6,1,1,9,2,102,3,0,0,0,2,5,1,0,1,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80.5,95.407
2,1675,13241,1633,3,7,8,3,1,12,1,415,1,0,0,0,2,2,0,0,0,44,126,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100.0,81.22840000000002
4,4471,2641,1277,2,4,4,3,1,12,1,33,3,0,0,0,6,3,0,0,5,50,11,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,54.38,58.28170000000007
2,5524,4626,577,2,4,4,5,1,9,2,528,1,0,0,0,2,2,0,0,2,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,91.08,109.34650000000002
4,830,15767,1416,2,4,6,1,1,14,2,109,1,0,0,0,2,3,0,0,9,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,66.48,75.12449999999995
4,5342,3720,637,2,4,6,1,1,4,1,160,1,0,0,0,2,2,0,0,4,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95.0,90.23019999999998
4,443,15009,385,2,1,4,1,1,12,1,256,3,0,0,0,6,3,1,0,3,9,90,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,83.75,85.83229999999999
4,1968,4351,1974,2,4,6,3,1,17,1,237,1,0,0,0,2,1,0,0,0,43,131,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,59.8,66.06109999999997
4,2922,2155,577,2,4,4,1,1,9,2,182,2,0,0,0,4,4,1,0,7,17,34,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,86.0,89.12460000000002
4,2005,4368,1416,2,4,6,1,1,17,2,33,1,0,0,0,2,1,0,0,0,50,11,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,70.34089999999996
2,790,16037,81,2,1,8,1,1,14,2,109,1,0,0,0,2,2,0,0,29,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110.0,90.32600000000004
2,2158,10195,577,2,1,2,1,1,9,2,325,2,0,0,0,2,0,0,0,0,53,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,130.0,106.7378
4,1617,3112,1416,2,4,6,1,1,4,2,102,1,0,0,0,2,2,0,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,78.91,94.62239999999996
4,2093,9423,1416,2,4,4,3,1,6,1,201,1,1,0,0,2,0,0,0,9,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,65.69,79.34559999999999
4,1640,3390,1416,2,4,6,3,1,4,2,102,1,0,0,0,2,1,0,0,3,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,81.61,94.16909999999991
2,686,16133,1974,2,4,6,7,1,14,1,350,1,0,0,0,2,0,0,0,0,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,66.5,59.4752
4,331,13248,385,2,8,4,3,1,9,1,533,1,0,0,0,2,3,0,0,4,14,178,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60.0,74.38440000000001
4,3420,3559,1416,2,4,4,1,1,11,2,248,1,0,0,0,2,3,0,0,4,50,73,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,65.0,87.02770000000001
2,4405,15792,1448,2,4,1,3,1,12,1,373,1,0,0,0,2,2,0,0,3,36,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,109.75,79.8849
4,2374,11611,1277,2,1,2,1,1,12,1,87,1,0,0,0,2,0,0,0,0,4,112,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,85.87019999999998
3,5642,14332,1507,2,7,8,1,1,16,2,498,1,0,0,0,2,3,0,0,1,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,74.0,96.795
2,1890,4947,351,2,4,4,5,1,12,1,541,1,0,0,1,2,2,1,1,3,42,112,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,108.16,86.66290000000002
2,4172,11872,1416,2,4,4,3,1,14,1,137,1,0,0,0,2,2,0,0,10,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,86.06999999999998
2,2443,14886,1974,2,4,6,1,1,8,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,97.0,94.8075
4,2155,1921,577,2,4,1,1,1,9,2,373,1,0,0,2,2,7,2,0,22,36,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100.0,107.8136
4,4314,15883,1327,2,1,5,1,1,12,1,375,1,0,0,0,2,3,0,0,4,12,126,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,73.96,83.85260000000002
4,3341,11754,385,2,7,2,3,1,6,1,373,1,0,0,0,2,1,0,0,1,36,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,87.0,103.2744
4,5873,1616,61,2,1,2,3,1,12,1,102,1,0,0,0,2,1,0,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,79.65,89.7398
4,200,2909,72,2,4,6,3,1,12,1,33,1,0,0,0,2,1,0,0,2,50,11,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,88.1,98.6817
3,2369,3679,1277,2,1,2,1,1,17,1,498,1,0,0,0,2,6,1,0,10,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,48.88,96.19389999999996
3,6644,2599,1277,2,4,4,1,1,12,1,498,1,0,0,0,5,1,0,0,1,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45.89,57.674500000000045
2,6493,11856,1974,2,4,4,1,1,14,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80.5,72.854
4,4355,12607,1489,2,1,2,3,1,12,1,182,1,0,0,0,2,6,3,0,62,17,34,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.0,86.83220000000001
2,6573,14080,675,3,7,2,1,1,1,1,435,1,0,0,0,2,0,0,0,0,37,136,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,115.0,91.31177499999998
4,1714,15778,577,2,4,4,1,1,9,2,47,2,0,0,0,4,0,0,0,1,6,59,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,118.8,99.94760000000002
4,7031,3336,385,2,4,4,6,1,12,1,102,1,0,0,0,2,1,0,0,1,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,69.0,80.93779999999998
4,6790,7111,454,1,1,5,3,1,6,1,113,1,1,0,0,2,2,0,0,5,14,178,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70.0,90.69250000000002
4,5152,7234,81,3,1,4,1,1,14,2,102,1,0,0,0,6,3,0,0,3,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,92.0,96.34080000000002
4,2792,1401,454,2,4,6,3,1,6,1,385,1,0,0,0,2,2,0,0,3,17,34,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,61.5,65.19970000000006
4,1905,15007,385,2,1,8,1,1,14,2,109,1,0,0,0,2,1,0,0,7,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100.0,98.4716
2,7222,347,1277,2,1,2,1,1,12,1,496,1,0,0,1,2,1,1,0,1,5,127,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,102.4,105.81189999999997
4,608,8583,1277,2,4,4,3,1,12,1,558,1,0,0,0,2,1,0,0,2,8,112,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,92.0,81.4392
3,2927,16311,1448,2,4,6,3,1,9,1,352,1,0,0,0,2,2,0,0,1,14,100,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60.0,79.54400000000001
4,5873,7949,163,2,1,2,3,1,12,1,373,1,0,0,1,2,1,1,1,2,36,110,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,108.0,97.4874
4,593,11777,385,2,1,4,3,1,14,2,123,1,0,0,1,2,2,1,1,2,9,157,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,71.0,88.2574
4,5541,10294,1277,1,1,2,4,1,12,1,558,1,0,0,3,2,3,2,1,3,8,112,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,71.16580000000003
4,4289,1289,385,2,1,2,1,1,3,2,109,2,0,0,0,4,4,1,0,4,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96.93,97.67880000000002
4,114,3058,1974,2,4,4,1,1,12,1,99,1,0,0,0,2,0,0,0,0,5,127,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80.5,80.15176666666667
2,5152,15690,81,2,1,4,3,1,14,1,325,1,0,0,1,2,3,2,1,3,53,195,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,105.2,97.46910000000004
2,6790,1843,454,2,1,4,3,1,6,2,335,1,0,0,0,2,1,0,0,3,56,102,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80.5,83.33550000000001
4,1842,9512,1558,2,1,2,3,1,6,1,454,1,0,0,0,2,4,0,0,4,17,34,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,93.74540000000005
4,4892,14227,1254,2,4,4,1,1,16,2,102,5,0,0,0,10,1,0,0,1,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,94.9,96.71420000000002
4,2145,10358,81,2,1,5,3,1,9,1,193,1,0,0,1,2,1,1,1,1,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,83.63560000000001
2,4172,14196,81,2,1,2,3,1,14,2,102,1,0,0,0,2,3,1,0,4,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,76.02,82.9828000000001
4,4501,14196,385,2,4,4,3,1,12,1,433,1,0,0,0,2,2,1,0,9,45,112,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,82.8643
4,1020,6477,1416,2,4,4,3,1,17,1,435,1,1,0,0,2,0,0,0,1,37,136,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,85.53290000000001
4,1675,3988,577,2,4,6,3,1,9,1,33,2,0,0,1,2,11,2,0,8,50,11,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,88.1,83.44660000000007
2,2922,6250,577,2,7,2,3,1,9,2,373,1,0,0,0,2,4,1,0,5,36,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,168.75,108.8495
4,4406,8505,385,2,1,2,3,1,6,2,109,1,0,0,0,2,3,0,0,4,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,83.56,98.2196
2,790,14563,1448,2,4,4,1,1,14,2,29,1,0,0,0,2,2,0,0,2,15,8,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,82.5,78.6098
3,1921,8019,1638,2,4,4,5,1,17,2,269,1,0,0,0,2,2,0,0,3,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,58.0,92.0078
4,183,3213,637,2,1,8,1,1,4,2,445,2,0,0,-1,2,12,5,0,6,53,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,98.0,99.2267
2,2142,9068,577,2,1,2,3,1,9,1,166,1,0,0,0,2,4,0,0,10,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110.0,92.8289
2,2443,5327,385,2,4,6,6,1,12,1,102,1,0,0,0,2,2,0,0,3,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,97.0,89.5227
4,2451,16242,1974,2,4,4,1,1,12,1,395,1,0,0,0,2,0,0,0,0,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,82.0,88.2475
4,5822,3589,163,2,4,6,1,1,12,1,102,1,0,0,0,2,1,0,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,84.77,90.5320999999999
4,1318,6504,385,2,1,2,3,1,8,1,512,1,0,0,1,2,2,1,1,2,50,73,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,91.0,113.88200000000003
4,4471,9120,1277,2,4,4,3,1,12,1,498,1,0,0,0,2,1,0,0,2,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,88.51,88.02980000000014
4,4478,14147,1277,2,4,6,3,1,12,1,498,1,1,0,0,2,0,0,0,0,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,78.72,77.13260000000008
2,1675,12470,577,2,4,4,6,1,9,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80.5,83.98389999999999
4,5524,4000,1543,2,1,2,3,1,9,2,428,3,0,0,0,6,4,0,0,11,43,131,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,91.9322
4,4478,11717,1277,2,7,8,3,1,12,1,498,1,0,0,1,2,4,2,1,4,54,161,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,78.72,78.04200000000009
4,7136,16338,1634,2,7,1,3,1,12,1,447,1,0,0,0,2,2,0,0,12,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.98,79.87719999999997
2,1675,5689,577,2,1,4,3,1,9,2,102,1,0,0,0,2,1,0,0,1,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80.5,84.2892
4,2339,16625,457,2,1,4,1,1,3,2,102,4,0,0,0,8,7,1,0,7,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,92.0413
4,2742,12291,385,2,4,6,1,1,8,2,484,1,0,0,0,2,1,0,0,1,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100.0,94.7529
3,1271,14472,385,2,7,3,3,1,14,2,389,1,0,0,1,2,2,1,1,19,17,34,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60.0,80.76460000000002
2,3342,8808,385,2,4,6,1,1,12,1,365,1,0,0,0,2,4,0,0,3,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45.0,101.2792
3,654,9760,1416,2,1,2,3,1,14,2,102,1,0,0,0,2,3,1,0,5,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,57.0,78.89080000000001
4,3420,14634,1416,2,4,4,3,1,11,2,109,1,1,0,0,2,0,0,0,13,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70.0,80.50850000000005
4,7415,656,1277,2,1,8,3,1,12,1,498,1,0,0,1,2,5,0,0,6,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,91.74,100.34999999999997
2,5030,3607,1974,2,4,6,1,1,12,1,99,1,0,0,0,2,0,0,0,0,5,127,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110.75,111.75065
4,376,15936,577,2,4,4,1,1,9,1,264,1,0,0,0,2,2,0,0,2,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100.0,99.97889999999998
4,686,13462,1974,2,4,4,1,1,14,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,76.0,64.0465
4,688,13478,1416,2,4,4,1,1,14,1,484,1,0,0,0,2,3,0,0,3,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,61.5,67.5359
2,1765,3041,577,2,1,2,3,1,4,2,561,1,0,0,1,2,2,2,0,3,53,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,150.0,104.64220000000005
4,4042,8356,560,2,1,5,5,1,14,1,484,1,0,0,0,2,5,0,0,5,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,93.2262
2,2894,2216,577,2,4,4,3,1,9,2,95,1,0,0,0,2,1,0,0,13,10,49,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,125.0,94.7014
4,4484,2611,1277,2,1,2,1,1,12,1,498,1,0,0,-1,2,4,3,0,2,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,88.51,85.40180000000014
2,1640,2478,1416,2,1,5,1,1,4,2,328,1,0,0,0,2,2,1,0,1,53,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,130.0,114.38309999999996
4,686,16109,1974,2,4,6,7,1,14,1,350,1,0,0,0,2,0,0,0,0,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,76.0,76.0
4,5331,7161,457,2,4,6,1,1,3,2,528,2,0,0,0,2,2,0,0,3,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,118.8,112.9812
2,5152,15677,81,2,4,6,1,1,14,1,561,1,0,0,1,2,5,1,0,2,53,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,89.43,103.75440000000005
2,790,12574,1448,2,4,4,1,1,14,1,102,1,0,0,0,2,1,0,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,64.05,71.81929999999994
4,686,16130,1974,2,1,4,3,1,14,2,102,1,0,0,1,2,5,2,1,5,37,30,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,66.5,59.47682222222223
4,1901,13331,351,2,4,6,1,1,12,1,5,1,0,0,0,2,1,0,0,2,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96.93,89.89430000000004
4,1640,6146,1416,2,7,2,3,1,4,1,94,1,0,0,1,2,3,1,1,11,37,136,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,81.82,81.01139999999998
4,4314,7026,1489,2,4,6,3,1,12,1,102,1,0,0,0,2,1,0,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,62.53,74.2841
4,2271,8171,454,2,1,8,5,1,6,1,325,1,0,0,1,2,2,1,1,11,53,195,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,89.0,114.09679999999996
4,4287,1428,1277,2,1,2,3,1,4,1,440,1,1,0,0,2,0,0,0,0,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,87.1523
4,6925,12885,385,2,1,2,3,1,6,2,102,1,0,0,0,2,2,1,0,4,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.98,86.63929999999996
4,2135,1931,1638,2,4,6,1,1,6,1,528,1,0,0,0,2,2,0,0,3,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,123.75,110.7415
2,790,14196,1448,2,1,2,1,1,14,2,102,1,0,0,0,2,2,0,0,6,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,66.5,73.34590000000001
4,689,12932,313,2,7,8,3,1,14,2,102,1,0,0,0,2,3,1,0,1,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,66.5,65.2783
4,1367,4112,1447,3,1,4,5,1,12,1,295,1,1,0,0,2,0,0,0,18,50,11,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,78.78420000000001
4,1682,3428,1277,2,4,4,1,1,6,1,448,1,0,0,0,2,0,0,0,0,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,118.75,96.7429
4,5219,6164,1416,2,4,4,3,1,8,2,420,1,1,0,0,2,0,0,0,0,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,102.11,87.71990000000001
4,1030,11583,385,2,4,4,3,1,14,2,420,4,0,0,0,8,8,2,0,8,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95.0,88.4976
2,2894,9171,577,2,1,8,1,1,9,2,109,1,0,0,0,2,1,1,0,0,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96.93,101.57260000000004
2,5152,13436,681,2,4,4,3,1,14,1,512,1,0,0,0,2,2,0,0,3,50,73,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,129.14,110.23780000000004
4,5044,2269,1477,2,4,4,6,1,12,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80.5,84.99330000000002
2,4077,9904,1254,2,4,4,1,1,14,1,109,1,0,0,0,2,0,0,0,2,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,102.30300000000004
4,1776,10678,385,2,7,2,1,1,12,1,350,1,0,0,0,2,2,0,0,3,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,98.75,87.74769999999997
4,6595,13511,580,2,1,2,1,1,9,2,94,1,0,0,2,2,7,3,0,14,37,136,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,105.45,86.91760000000001
4,1950,10503,1416,2,7,4,3,1,3,2,102,1,0,0,0,2,3,2,1,5,37,30,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95.0,91.6407
4,5511,10644,1416,1,1,4,1,1,8,1,289,1,0,0,1,2,1,0,0,6,32,86,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,104.4848
4,3276,9016,1447,2,4,6,1,1,12,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,99.74,88.46369999999997
2,6220,14478,1254,2,7,2,3,1,14,1,248,1,0,0,1,2,4,1,1,5,50,73,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,130.0,97.60530000000004
3,3535,14226,274,2,4,6,3,1,12,1,479,6,0,0,0,2,1,0,0,3,50,154,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47.52,52.383899999999954
4,114,1119,385,2,7,4,6,1,12,1,102,1,0,0,0,2,4,1,0,4,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80.5,78.6559
4,114,15651,385,2,7,2,3,1,12,1,102,1,0,0,0,2,1,0,0,23,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,71.0,78.1973
4,6840,15767,454,2,1,8,1,1,6,1,109,1,0,0,4,2,8,1,1,6,17,173,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110.0,95.2607
4,3758,14891,1666,3,1,1,3,1,17,2,365,1,0,0,0,2,1,0,0,1,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,92.441
3,6936,11200,80,2,4,6,3,1,6,1,395,1,0,0,-1,2,2,1,0,14,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,62.04,98.5403
4,2107,1887,454,2,4,6,9,1,6,1,161,2,0,0,0,2,0,0,0,0,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70.0,118.594
2,7103,13229,385,2,4,6,5,1,12,1,484,1,0,0,1,2,4,1,0,0,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,120.0,108.69519999999994
2,2894,13236,577,2,1,8,1,1,9,2,102,1,0,0,0,2,6,1,0,1,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,108.0,91.4223
4,4145,14496,1448,2,1,8,1,1,14,2,484,1,0,0,0,2,4,1,0,4,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,62.0,87.76669999999999
4,69,13761,79,3,1,8,1,1,9,2,153,2,0,0,0,4,3,1,0,4,17,34,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100.0,92.4411
4,5696,9273,577,2,4,6,1,1,9,2,33,2,0,0,1,2,7,2,1,4,50,11,0,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.0,89.97800000000002
4,4478,11652,1277,2,1,2,3,1,12,1,498,1,0,0,0,2,1,0,0,1,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,78.72,79.04460000000007
4,6896,1701,1447,2,1,2,1,1,6,1,248,1,0,0,0,2,6,2,0,18,50,73,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100.0,90.9148
4,21,1442,163,2,4,6,3,1,12,1,413,1,0,0,0,2,2,0,0,2,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.84,91.11300000000008
4,4089,10136,1416,2,4,4,1,1,14,2,109,1,0,0,0,2,1,0,0,35,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,97.41000000000004
4,6777,3309,454,2,4,6,3,1,6,1,420,2,0,0,0,2,1,0,0,3,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,105.0,97.8148
2,5470,12449,385,2,1,2,1,1,12,1,43,1,0,0,3,2,4,1,0,5,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110.0,93.51269999999998
4,686,16130,1974,2,7,4,7,1,14,1,99,1,0,0,0,2,0,0,0,0,5,127,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,57.0,47.48567841880342
4,1497,7407,313,2,1,5,3,1,5,1,533,1,0,0,1,2,3,1,1,6,14,178,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,78.57,83.56790000000001
4,638,11027,385,2,1,2,1,1,14,2,102,1,0,0,0,2,1,1,0,4,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,76.0,79.3357
4,5617,9478,1496,2,7,2,3,1,4,1,150,1,0,0,0,2,2,0,0,2,27,52,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,95.9603
